iter	Logloss
398	0.5228898461
399	0.5226473586
400	0.5223843155
401	0.5221460081
402	0.5219003297
403	0.5217100052
404	0.5214598602
405	0.5211675407
406	0.5210089623
407	0.5207387935
408	0.5204032582
409	0.5200688569
410	0.5198236323
411	0.5195079151
412	0.5193030085
413	0.5191086215
414	0.5189426575
415	0.518845146
416	0.5185789342
417	0.51844996
418	0.5182426286
419	0.5180515239
420	0.5177619046
421	0.5175872159
422	0.517394228
423	0.5170952845
424	0.5168731619
425	0.516583395
426	0.5164317037
427	0.5161259719
428	0.515908445
429	0.5156584098
430	0.5155021808
431	0.515293078
432	0.5151013505
433	0.5149063863
434	0.51474821
435	0.5145145172
436	0.5142736866
437	0.5139363389
438	0.513772137
439	0.5134445089
440	0.5132703807
441	0.5131133306
442	0.5128710045
443	0.5125626739
444	0.5124140931
445	0.5121791214
446	0.5119421352
447	0.5116489622
448	0.5114616689
449	0.5112316753
450	0.5110823248
451	0.5108928021
452	0.5107785019
453	0.5105774927
454	0.5103377277
455	0.5101184621
456	0.5098380481
457	0.509667645
458	0.5094116341
459	0.5092468196
460	0.5091339549
461	0.5089657503
462	0.5087703193
463	0.5085185766
464	0.5082971019
465	0.5081777615
466	0.5079906571
467	0.5078427133
468	0.5075763481
469	0.5073095867
470	0.5071859819
471	0.5068828783
472	0.5066213498
473	0.5063543147
474	0.506148563
475	0.5058106203
476	0.5056188756
477	0.5054123538
478	0.5052593314
479	0.5049772497
480	0.50474078
481	0.504553884
482	0.5042669359
483	0.5040903411
484	0.5038922999
485	0.5036645878
486	0.5035261231
487	0.5032730467
488	0.5030340455
489	0.5028160722
490	0.5026479929
491	0.5023882985
492	0.5021573435
493	0.5019347372
494	0.5017687906
495	0.5015807033
496	0.5014619706
497	0.5012658072
498	0.5009732076
499	0.5007059999
500	0.5004689674
501	0.5003850435
502	0.500094024
503	0.4999307649
504	0.4997284059
505	0.4994845137
506	0.4993118143
507	0.4991150644
508	0.4989277722
509	0.4987365806
510	0.4985722285
511	0.4982232866
512	0.4980532583
513	0.4978035867
514	0.4975597233
515	0.4972734695
516	0.4971347057
517	0.4969545402
518	0.4967311643
519	0.496568423
520	0.496320475
521	0.4960805596
522	0.4959981047
523	0.495732542
524	0.4955353853
525	0.4953871421
526	0.4951345497
527	0.4949096534
528	0.4946091779
529	0.494515701
530	0.4942682614
531	0.4938973651
532	0.4937852373
533	0.4935472268
534	0.4933687234
535	0.4931508132
536	0.4927924503
537	0.4926244706
538	0.4924820517
539	0.4922523033
540	0.4920769221
541	0.4918417589
542	0.4916266142
543	0.4914386315
544	0.4911633534
545	0.4909971608
546	0.490894334
547	0.4906631912
548	0.4904283132
549	0.4902948972
550	0.490166781
551	0.4900188461
552	0.4898058666
553	0.4895481866
554	0.4893685862
555	0.4890789457
556	0.4888479042
557	0.4886703684
558	0.488477069
559	0.4883249861
560	0.488091518
561	0.4878789104
562	0.4877166731
563	0.4875428942
564	0.4873164307
565	0.4869873802
566	0.4868594522
567	0.4867477691
568	0.4866001472
569	0.4864157805
570	0.4863070194
571	0.4860739043
572	0.4858384033
573	0.4856094909
574	0.4853966604
575	0.4852464112
576	0.4851096785
577	0.4849470678
578	0.4846343451
579	0.4844063851
580	0.4841743812
581	0.483996562
582	0.4837639487
583	0.4835591256
584	0.4834085148
585	0.4832195708
586	0.4830041562
587	0.4827951075
588	0.4824638097
589	0.4822327772
590	0.4821518556
591	0.4819846781
592	0.4818716313
593	0.4816991568
594	0.4815667927
595	0.4814469476
596	0.4812702632
597	0.48113349
598	0.4809795567
599	0.4808678
600	0.4806758319
601	0.4804927321
602	0.480352549
603	0.4801700537
604	0.4800542934
605	0.4797746833
606	0.4796310579
607	0.4794644864
608	0.4792134755
609	0.4790099292
610	0.4788689214
611	0.4787047627
612	0.4785048518
613	0.4782789021
614	0.4780831914
615	0.4779017789
616	0.4777694928
617	0.4776202152
618	0.4773739851
619	0.4771961841
620	0.4770733941
621	0.4768298604
622	0.4766493401
623	0.4764226661
624	0.4762304687
625	0.4759396637
626	0.4758207933
627	0.4756159064
628	0.4753985035
629	0.4752912908
630	0.4751129839
631	0.4749889628
632	0.4748516961
633	0.4746456998
634	0.4744008751
635	0.4742094675
636	0.4741095536
637	0.4739542435
638	0.4737020612
639	0.4735039042
640	0.4733183895
641	0.4731955608
642	0.4731072693
643	0.472973149
644	0.4726962781
645	0.4725432702
646	0.4723893814
647	0.4722543969
648	0.4720476128
649	0.4719146436
650	0.4716568748
651	0.4714622333
652	0.4712975148
653	0.4711377796
654	0.4708749551
655	0.4707056399
656	0.4705624187
657	0.4703201139
658	0.4701418068
659	0.470022167
660	0.4699126539
661	0.469740351
662	0.4696400367
663	0.4695076761
664	0.4693846894
665	0.4692186703
666	0.4689814431
667	0.4688329061
668	0.4685931032
669	0.4684771748
670	0.4683294606
671	0.4681603149
672	0.4680159711
673	0.4678254229
674	0.4676556836
675	0.4674561549
676	0.4672647374
677	0.4670584339
678	0.4669215111
679	0.4666881355
680	0.4665715014
681	0.4663828242
682	0.4661641703
683	0.4660266582
684	0.4658278356
685	0.465756547
686	0.4655530652
687	0.4654005188
688	0.4651848095
689	0.4651203781
690	0.4650014703
691	0.4648924477
692	0.4647720842
693	0.4645160049
694	0.4643820924
695	0.4642340108
696	0.4640397624
697	0.4638697196
698	0.4636866433
699	0.4635238797
700	0.4633230433
701	0.4630769947
702	0.4628726378
703	0.4626947807
704	0.4624422704
705	0.4623340144
706	0.4621909347
707	0.4620500844
708	0.4618796038
709	0.461730868
710	0.4615307956
711	0.4613884315
712	0.4612449502
713	0.4610752002
714	0.4609612176
715	0.4608220392
716	0.4606558393
717	0.4604976097
718	0.460306819
719	0.4601412517
720	0.4600417708
721	0.4598638104
722	0.4596386581
723	0.4594327884
724	0.4592426795
725	0.4590727342
726	0.4589394111
727	0.4587362966
728	0.4585560992
729	0.4584818006
730	0.4582618223
731	0.4580409389
732	0.4579129554
733	0.4576864607
734	0.4574859515
735	0.457299043
736	0.4571523154
737	0.4569317871
738	0.4567565289
739	0.4566047567
740	0.4564802431
741	0.45631143
742	0.4561879997
743	0.4560993646
744	0.4559126659
745	0.455782573
746	0.4555911595
747	0.455454142
748	0.4553042216
749	0.4551063179
750	0.4549290009
751	0.4547579751
752	0.4545334425
753	0.4543667268
754	0.4542434061
755	0.4539919012
756	0.4538098291
757	0.453687212
758	0.4535505163
759	0.4534147347
760	0.4532765819
761	0.4531729627
762	0.4530230531
763	0.4528528999
764	0.4527406029
765	0.4525919976
766	0.4525261167
767	0.4523453353
768	0.452181165
769	0.4520505743
770	0.4519212853
771	0.4518050587
772	0.4516093862
773	0.4514269848
774	0.4513152339
775	0.4511514819
776	0.4510133874
777	0.4508874039
778	0.450705422
779	0.4505143739
780	0.4503623663
781	0.4501725697
782	0.4500366714
783	0.4499217036
784	0.4498104193
785	0.4497051719
786	0.449571454
787	0.4494683487
788	0.4493856526
789	0.4492953503
790	0.4491212655
791	0.4489064536
792	0.4487721691
793	0.4486785939
794	0.4485296196
795	0.4483658534
796	0.4481889072
797	0.4480339225
798	0.4479164278
799	0.4477519506
800	0.4476289164
801	0.4474810129
802	0.4472795235
803	0.4470714845
804	0.4469508841
805	0.4467951351
806	0.4466887344
807	0.4465129231
808	0.4463524594
809	0.4461738193
810	0.4460167816
811	0.4459228989
812	0.4458355597
813	0.4456320654
814	0.4454810499
815	0.4452460767
816	0.4450378256
817	0.4449106714
818	0.4447178908
819	0.4445172894
820	0.4443898692
821	0.4442988235
822	0.4441434852
823	0.4440442541
824	0.4439505135
825	0.4438611958
826	0.4437562234
827	0.4435571589
828	0.443396457
829	0.4432494117
830	0.4430878537
831	0.4429791564
832	0.4428039296
833	0.4426720095
834	0.4425360471
835	0.4423644842
836	0.4421687283
837	0.4420394997
838	0.4419049667
839	0.4417699483
840	0.4417000049
841	0.441602259
842	0.4414687302
843	0.4413271766
844	0.4411924421
845	0.4411338201
846	0.4410298454
847	0.4408618912
848	0.4407059939
849	0.4405888324
850	0.4404997156
851	0.4404302863
852	0.4402923735
853	0.4401569537
854	0.4400408193
855	0.4398111548
856	0.4396972546
857	0.4396042179
858	0.4395037327
859	0.439350706
860	0.4392170166
861	0.4390711371
862	0.4389581104
863	0.4388860559
864	0.4388197769
865	0.4386837629
866	0.4385407541
867	0.4384585934
868	0.4383260031
869	0.438172284
870	0.4380879079
871	0.4379702713
872	0.4378219691
873	0.437679583
874	0.4376031107
875	0.4372996124
876	0.4371480994
877	0.4370049832
878	0.4368967594
879	0.4367130314
880	0.436594396
881	0.4364652341
882	0.4363589519
883	0.4362198721
884	0.4360835891
885	0.4359765971
886	0.4359009843
887	0.4357455971
888	0.43560308
889	0.4354928766
890	0.4354080599
891	0.435291243
892	0.4352009493
893	0.4350871301
894	0.4349762812
895	0.4348193375
896	0.4346838984
897	0.4346025257
898	0.4345392019
899	0.4343677259
900	0.4342701545
901	0.4341805843
902	0.4340770543
903	0.4339525666
904	0.4338861322
905	0.4337398424
906	0.4336644759
907	0.4335563526
908	0.4333849163
909	0.4332539944
910	0.433115377
911	0.4330160835
912	0.4328836331
913	0.4327584176
914	0.4326468812
915	0.4325368166
916	0.43241336
917	0.4322734279
918	0.4321147284
919	0.4319460719
920	0.4318093958
921	0.4316892727
922	0.4315777198
923	0.4314698197
924	0.4313874745
925	0.4313226634
926	0.4312386912
927	0.4310999879
928	0.4308943317
929	0.4307897636
930	0.4306550926
931	0.430527782
932	0.4303829631
933	0.4301957762
934	0.4300811623
935	0.4299208039
936	0.4297978912
937	0.4297025424
938	0.4296087944
939	0.4294945694
940	0.4293741147
941	0.4292742034
942	0.4290981545
943	0.4290268696
944	0.4289022242
945	0.428773639
946	0.4286755564
947	0.4285446207
948	0.4284718228
949	0.4283341476
950	0.428245349
951	0.4281587295
952	0.4280292893
953	0.4278739263
954	0.427773898
955	0.4276828545
956	0.4275501272
957	0.4273811736
958	0.4273122618
959	0.4272462879
960	0.4271484046
961	0.4270264262
962	0.4268666038
963	0.4267522939
964	0.4266280073
965	0.4265194098
966	0.4263581669
967	0.4262631549
968	0.4261638868
969	0.4260577889
970	0.4259685189
971	0.4258291162
972	0.4257231053
973	0.4256485543
974	0.4255684517
975	0.4254401367
976	0.4252973541
977	0.4252454147
978	0.425062408
979	0.4249785036
980	0.4248332519
981	0.4246701823
982	0.424598658
983	0.4244863018
984	0.4244525976
985	0.4242388279
986	0.4240532577
987	0.4239752148
988	0.4238432638
989	0.4237469693
990	0.4236255317
991	0.4234209596
992	0.4232695679
993	0.4231402493
994	0.4230610798
995	0.4228642017
996	0.4227411144
997	0.4226360477
998	0.4225637147
999	0.4224318393
